E06000041	South East
E07000004	South East
E07000005	South East
E07000006	South East
E07000007	South East
E07000061	South East
E07000062	South East
E07000063	South East
E07000064	South East
E07000065	South East
E07000084	South East
E07000085	South East
E07000086	South East
E07000087	South East
E07000088	South East
E07000089	South East
E07000090	South East
E07000091	South East
E07000092	South East
E07000093	South East
E07000094	South East
E07000105	South East
E07000106	South East
E07000107	South East
E07000108	South East
E07000109	South East
E07000110	South East
E07000111	South East
E07000112	South East
E07000113	South East
E07000114	South East
E07000115	South East
E07000116	South East
E07000177	South East
E07000178	South East
E07000179	South East
E07000180	South East
E07000181	South East
E07000207	South East
E07000208	South East
E07000209	South East
E07000210	South East
E07000211	South East
E07000212	South East
E07000213	South East
E07000214	South East
E07000215	South East
E07000216	South East
E07000217	South East
E07000223	South East
E07000224	South East
E07000225	South East
E07000226	South East
E07000227	South East
E07000228	South East
E07000229	South East
E06000022	South West
E06000028	South West
E06000023	South West
E06000052	South West
E06000053	South West
E06000024	South West
E06000026	South West
E06000029	South West
E06000025	South West
E06000030	South West
E06000027	South West
E06000054	South West
E07000040	South West
E07000041	South West
E07000042	South West
E07000043	South West
E07000044	South West
E07000045	South West
E07000046	South West
E07000047	South West
E07000048	South West
E07000049	South West
E07000050	South West
E07000051	South West
E07000052	South West
E07000053	South West
E07000078	South West
E07000079	South West
E07000080	South West
E07000081	South West
E07000082	South West
E07000083	South West
E07000187	South West
E07000188	South West
E07000189	South West
E07000190	South West
E07000191	South West
W06000001	Wales
W06000002	Wales
W06000003	Wales
W06000004	Wales
W06000005	Wales
W06000006	Wales
W06000023	Wales
W06000008	Wales
W06000009	Wales
W06000010	Wales
W06000011	Wales
W06000012	Wales
W06000013	Wales
W06000014	Wales
W06000015	Wales
W06000016	Wales
W06000024	Wales
W06000018	Wales
W06000019	Wales
W06000020	Wales
W06000021	Wales
W06000022	Wales
